Source,Target,Weight,Type
муравьев_о генри_гипотетический казус_4,кистяковский_тэрбер_женщина в западне_1,1,undirected
муравьев_о генри_гипотетический казус_4,кистяковский_тэрбер_женщина в западне_4,3,undirected
муравьев_о генри_гипотетический казус_4,морозова_тиле_маяк молоткового мыса_1,2,undirected
муравьев_о генри_гипотетический казус_4,муравьев_о генри_гипотетический казус_1,88,undirected
муравьев_о генри_гипотетический казус_4,муравьев_о генри_гипотетический казус_2,51,undirected
муравьев_о генри_гипотетический казус_4,муравьев_о генри_гипотетический казус_3,35,undirected
муравьев_о генри_гипотетический казус_4,муравьев_о генри_гипотетический казус_5,49,undirected
муравьев_о генри_гипотетический казус_5,каменкович каррик_толкин_ч1_1,1,undirected
муравьев_о генри_гипотетический казус_5,каменкович каррик_толкин_ч2_5,3,undirected
муравьев_о генри_гипотетический казус_5,муравьев_о генри_гипотетический казус_1,27,undirected
муравьев_о генри_гипотетический казус_5,муравьев_о генри_гипотетический казус_2,58,undirected
муравьев_о генри_гипотетический казус_5,муравьев_о генри_гипотетический казус_3,116,undirected
муравьев_о генри_гипотетический казус_5,муравьев_о генри_гипотетический казус_4,49,undirected
муравьев_тиле_штормик и мистер персиваль_1,морозова_тиле_маяк молоткового мыса_5,29,undirected
муравьев_тиле_штормик и мистер персиваль_1,муравьев_тиле_штормик и мистер персиваль_2,33,undirected
муравьев_тиле_штормик и мистер персиваль_1,муравьев_тиле_штормик и мистер персиваль_3,108,undirected
муравьев_тиле_штормик и мистер персиваль_1,муравьев_тиле_штормик и мистер персиваль_4,15,undirected
муравьев_тиле_штормик и мистер персиваль_1,муравьев_тиле_штормик и мистер персиваль_5,53,undirected
муравьев_тиле_штормик и мистер персиваль_1,муравьев_толкин_ВК3_3,1,undirected
муравьев_тиле_штормик и мистер персиваль_2,кистяковский_тиле_остров одинокой сороки_4,1,undirected
муравьев_тиле_штормик и мистер персиваль_2,муравьев_тиле_штормик и мистер персиваль_1,33,undirected
муравьев_тиле_штормик и мистер персиваль_2,муравьев_тиле_штормик и мистер персиваль_3,83,undirected
муравьев_тиле_штормик и мистер персиваль_2,муравьев_тиле_штормик и мистер персиваль_4,59,undirected
муравьев_тиле_штормик и мистер персиваль_2,муравьев_тиле_штормик и мистер персиваль_5,86,undirected
муравьев_тиле_штормик и мистер персиваль_2,муравьев_толкин_ВК3_4,1,undirected
муравьев_тиле_штормик и мистер персиваль_3,кистяковский_тиле_остров одинокой сороки_1,1,undirected
муравьев_тиле_штормик и мистер персиваль_3,королев_хоббит_5,2,undirected
муравьев_тиле_штормик и мистер персиваль_3,морозова_тиле_маяк молоткового мыса_2,2,undirected
муравьев_тиле_штормик и мистер персиваль_3,морозова_тиле_маяк молоткового мыса_5,1,undirected
муравьев_тиле_штормик и мистер персиваль_3,муравьев кистяковский_толкин_ВК1_4,1,undirected
муравьев_тиле_штормик и мистер персиваль_3,муравьев_тиле_штормик и мистер персиваль_1,108,undirected
муравьев_тиле_штормик и мистер персиваль_3,муравьев_тиле_штормик и мистер персиваль_2,83,undirected
муравьев_тиле_штормик и мистер персиваль_3,муравьев_тиле_штормик и мистер персиваль_4,56,undirected
муравьев_тиле_штормик и мистер персиваль_3,муравьев_тиле_штормик и мистер персиваль_5,59,undirected
муравьев_тиле_штормик и мистер персиваль_4,кистяковский_тиле_остров одинокой сороки_2,3,undirected
муравьев_тиле_штормик и мистер персиваль_4,муравьев кистяковский_толкин_ВК1_4,3,undirected
муравьев_тиле_штормик и мистер персиваль_4,муравьев_тиле_штормик и мистер персиваль_1,15,undirected
муравьев_тиле_штормик и мистер персиваль_4,муравьев_тиле_штормик и мистер персиваль_2,59,undirected
муравьев_тиле_штормик и мистер персиваль_4,муравьев_тиле_штормик и мистер персиваль_3,56,undirected
муравьев_тиле_штормик и мистер персиваль_4,муравьев_тиле_штормик и мистер персиваль_5,15,undirected
муравьев_тиле_штормик и мистер персиваль_4,муравьев_толкин_ВК5_3,2,undirected
муравьев_тиле_штормик и мистер персиваль_5,муравьев_тиле_штормик и мистер персиваль_1,53,undirected
муравьев_тиле_штормик и мистер персиваль_5,муравьев_тиле_штормик и мистер персиваль_2,86,undirected
муравьев_тиле_штормик и мистер персиваль_5,муравьев_тиле_штормик и мистер персиваль_3,59,undirected
муравьев_тиле_штормик и мистер персиваль_5,муравьев_тиле_штормик и мистер персиваль_4,15,undirected
муравьев_тиле_штормик и мистер персиваль_5,муравьев_толкин_ВК6_1,2,undirected
муравьев_тиле_штормик и мистер персиваль_5,муравьев_толкин_ВК6_3,1,undirected
муравьев_толкин_ВК3_1,каменкович каррик_толкин_ч3_4,17,undirected
муравьев_толкин_ВК3_1,кистяковский_тиле_остров одинокой сороки_5,2,undirected
муравьев_толкин_ВК3_1,кистяковский_толкин_ВК2_1,3,undirected
муравьев_толкин_ВК3_1,муравьев_толкин_ВК3_2,54,undirected
муравьев_толкин_ВК3_1,муравьев_толкин_ВК3_3,33,undirected
муравьев_толкин_ВК3_1,муравьев_толкин_ВК3_4,17,undirected
муравьев_толкин_ВК3_1,муравьев_толкин_ВК3_5,53,undirected
муравьев_толкин_ВК3_2,каменкович каррик_толкин_ч3_3,15,undirected
муравьев_толкин_ВК3_2,каменкович каррик_толкин_ч3_4,1,undirected
муравьев_толкин_ВК3_2,кистяковский_толкин_ВК2_4,1,undirected
муравьев_толкин_ВК3_2,морозова_тиле_маяк молоткового мыса_4,5,undirected
муравьев_толкин_ВК3_2,муравьев_толкин_ВК3_1,54,undirected
муравьев_толкин_ВК3_2,муравьев_толкин_ВК3_3,46,undirected
муравьев_толкин_ВК3_2,муравьев_толкин_ВК3_4,93,undirected
муравьев_толкин_ВК3_2,муравьев_толкин_ВК3_5,73,undirected
муравьев_толкин_ВК3_2,муравьев_толкин_ВК5_3,1,undirected
муравьев_толкин_ВК3_2,муравьев_толкин_ВК6_1,2,undirected
муравьев_толкин_ВК3_2,муравьев_толкин_ВК6_4,1,undirected
муравьев_толкин_ВК3_3,каменкович каррик_толкин_ч3_4,2,undirected
муравьев_толкин_ВК3_3,каменкович каррик_толкин_ч3_5,1,undirected
муравьев_толкин_ВК3_3,муравьев_тиле_штормик и мистер персиваль_1,1,undirected
муравьев_толкин_ВК3_3,муравьев_толкин_ВК3_1,33,undirected
муравьев_толкин_ВК3_3,муравьев_толкин_ВК3_2,46,undirected
муравьев_толкин_ВК3_3,муравьев_толкин_ВК3_4,55,undirected
муравьев_толкин_ВК3_3,муравьев_толкин_ВК3_5,75,undirected
муравьев_толкин_ВК3_3,муравьев_толкин_ВК4_5,2,undirected
муравьев_толкин_ВК3_3,муравьев_толкин_ВК6_1,1,undirected
муравьев_толкин_ВК3_3,рахманова_хоббит_5,2,undirected
муравьев_толкин_ВК3_4,каменкович каррик_толкин_ч3_4,1,undirected
муравьев_толкин_ВК3_4,королев_хоббит_3,2,undirected
муравьев_толкин_ВК3_4,муравьев_тиле_штормик и мистер персиваль_2,1,undirected
муравьев_толкин_ВК3_4,муравьев_толкин_ВК3_1,17,undirected
муравьев_толкин_ВК3_4,муравьев_толкин_ВК3_2,93,undirected
муравьев_толкин_ВК3_4,муравьев_толкин_ВК3_3,55,undirected
муравьев_толкин_ВК3_4,муравьев_толкин_ВК3_5,63,undirected
муравьев_толкин_ВК3_5,муравьев_толкин_ВК3_1,53,undirected
муравьев_толкин_ВК3_5,муравьев_толкин_ВК3_2,73,undirected
муравьев_толкин_ВК3_5,муравьев_толкин_ВК3_3,75,undirected
муравьев_толкин_ВК3_5,муравьев_толкин_ВК3_4,63,undirected
муравьев_толкин_ВК3_5,муравьев_толкин_ВК5_2,1,undirected
муравьев_толкин_ВК3_5,муравьев_фицджеральд_алмазная гора_5,3,undirected
муравьев_толкин_ВК4_1,кистяковский_толкин_ВК2_3,2,undirected
муравьев_толкин_ВК4_1,кистяковский_фицджеральд_бурный рейс_3,3,undirected
муравьев_толкин_ВК4_1,муравьев_толкин_ВК4_2,84,undirected
муравьев_толкин_ВК4_1,муравьев_толкин_ВК4_3,50,undirected
муравьев_толкин_ВК4_1,муравьев_толкин_ВК4_4,16,undirected
муравьев_толкин_ВК4_1,муравьев_толкин_ВК4_5,67,undirected
муравьев_толкин_ВК4_1,муравьев_толкин_ВК5_1,1,undirected
муравьев_толкин_ВК4_1,муравьев_толкин_ВК6_2,3,undirected
муравьев_толкин_ВК4_1,муравьев_толкин_ВК6_4,5,undirected
муравьев_толкин_ВК4_1,муравьев_толкин_ВК6_5,1,undirected
муравьев_толкин_ВК4_2,кистяковский_фицджеральд_бурный рейс_5,1,undirected
муравьев_толкин_ВК4_2,муравьев_толкин_ВК4_1,84,undirected
муравьев_толкин_ВК4_2,муравьев_толкин_ВК4_3,15,undirected
муравьев_толкин_ВК4_2,муравьев_толкин_ВК4_4,91,undirected
муравьев_толкин_ВК4_2,муравьев_толкин_ВК4_5,22,undirected
муравьев_толкин_ВК4_2,муравьев_толкин_ВК6_4,4,undirected
муравьев_толкин_ВК4_2,муравьев_толкин_ВК6_5,2,undirected
муравьев_толкин_ВК4_3,морозова_тиле_маяк молоткового мыса_4,2,undirected
муравьев_толкин_ВК4_3,муравьев_толкин_ВК4_1,50,undirected
муравьев_толкин_ВК4_3,муравьев_толкин_ВК4_2,15,undirected
муравьев_толкин_ВК4_3,муравьев_толкин_ВК4_4,97,undirected
муравьев_толкин_ВК4_3,муравьев_толкин_ВК4_5,93,undirected
муравьев_толкин_ВК4_3,муравьев_толкин_ВК6_1,2,undirected
муравьев_толкин_ВК4_3,муравьев_толкин_ВК6_4,1,undirected
муравьев_толкин_ВК4_4,муравьев_толкин_ВК4_1,16,undirected
муравьев_толкин_ВК4_4,муравьев_толкин_ВК4_2,91,undirected
муравьев_толкин_ВК4_4,муравьев_толкин_ВК4_3,97,undirected
муравьев_толкин_ВК4_4,муравьев_толкин_ВК4_5,38,undirected
муравьев_толкин_ВК4_4,муравьев_толкин_ВК6_4,6,undirected
муравьев_толкин_ВК4_4,муравьев_толкин_ВК6_5,3,undirected
муравьев_толкин_ВК4_5,морозова_тиле_маяк молоткового мыса_3,1,undirected
муравьев_толкин_ВК4_5,муравьев_толкин_ВК3_3,2,undirected
муравьев_толкин_ВК4_5,муравьев_толкин_ВК4_1,67,undirected
муравьев_толкин_ВК4_5,муравьев_толкин_ВК4_2,22,undirected
муравьев_толкин_ВК4_5,муравьев_толкин_ВК4_3,93,undirected
муравьев_толкин_ВК4_5,муравьев_толкин_ВК4_4,38,undirected
муравьев_толкин_ВК4_5,муравьев_толкин_ВК6_1,2,undirected
муравьев_толкин_ВК4_5,муравьев_толкин_ВК6_2,2,undirected
муравьев_толкин_ВК4_5,муравьев_толкин_ВК6_4,1,undirected
муравьев_толкин_ВК5_1,каменкович каррик_толкин_ч2_3,3,undirected
муравьев_толкин_ВК5_1,каменкович каррик_толкин_ч2_4,2,undirected
муравьев_толкин_ВК5_1,кистяковский_толкин_ВК2_1,4,undirected
муравьев_толкин_ВК5_1,муравьев_о генри_гипотетический казус_1,3,undirected
муравьев_толкин_ВК5_1,муравьев_толкин_ВК4_1,1,undirected
муравьев_толкин_ВК5_1,муравьев_толкин_ВК5_2,5,undirected
муравьев_толкин_ВК5_1,муравьев_толкин_ВК5_3,104,undirected
муравьев_толкин_ВК5_1,муравьев_толкин_ВК5_4,37,undirected
муравьев_толкин_ВК5_1,муравьев_толкин_ВК5_5,28,undirected
муравьев_толкин_ВК5_1,муравьев_толкин_ВК6_4,2,undirected
муравьев_толкин_ВК5_2,каменкович каррик_толкин_ч3_3,1,undirected
муравьев_толкин_ВК5_2,королев_хоббит_2,9,undirected
муравьев_толкин_ВК5_2,королев_хоббит_4,2,undirected
муравьев_толкин_ВК5_2,муравьев_толкин_ВК3_5,1,undirected
муравьев_толкин_ВК5_2,муравьев_толкин_ВК5_1,5,undirected
муравьев_толкин_ВК5_2,муравьев_толкин_ВК5_3,61,undirected
муравьев_толкин_ВК5_2,муравьев_толкин_ВК5_4,91,undirected
муравьев_толкин_ВК5_2,муравьев_толкин_ВК5_5,39,undirected
муравьев_толкин_ВК5_2,муравьев_толкин_ВК6_3,7,undirected
муравьев_толкин_ВК5_2,муравьев_толкин_ВК6_4,2,undirected
муравьев_толкин_ВК5_2,муравьев_фицджеральд_алмазная гора_3,1,undirected
муравьев_толкин_ВК5_2,муравьев_фицджеральд_алмазная гора_4,2,undirected
муравьев_толкин_ВК5_2,муравьев_фицджеральд_алмазная гора_5,17,undirected
муравьев_толкин_ВК5_2,рахманова_хоббит_1,5,undirected
муравьев_толкин_ВК5_3,каменкович каррик_толкин_ч2_4,7,undirected
муравьев_толкин_ВК5_3,каменкович каррик_толкин_ч3_1,1,undirected
муравьев_толкин_ВК5_3,королев_хоббит_3,5,undirected
муравьев_толкин_ВК5_3,королев_хоббит_4,1,undirected
муравьев_толкин_ВК5_3,морозова_тиле_маяк молоткового мыса_1,2,undirected
муравьев_толкин_ВК5_3,морозова_тиле_маяк молоткового мыса_4,2,undirected
муравьев_толкин_ВК5_3,муравьев кистяковский_толкин_ВК1_1,1,undirected
муравьев_толкин_ВК5_3,муравьев_тиле_штормик и мистер персиваль_4,2,undirected
муравьев_толкин_ВК5_3,муравьев_толкин_ВК3_2,1,undirected
муравьев_толкин_ВК5_3,муравьев_толкин_ВК5_1,104,undirected
муравьев_толкин_ВК5_3,муравьев_толкин_ВК5_2,61,undirected
муравьев_толкин_ВК5_3,муравьев_толкин_ВК5_4,24,undirected
муравьев_толкин_ВК5_3,муравьев_толкин_ВК5_5,77,undirected
муравьев_толкин_ВК5_3,муравьев_толкин_ВК6_4,6,undirected
муравьев_толкин_ВК5_3,муравьев_толкин_ВК6_5,4,undirected
муравьев_толкин_ВК5_3,муравьев_фицджеральд_алмазная гора_2,6,undirected
муравьев_толкин_ВК5_3,муравьев_фицджеральд_алмазная гора_5,5,undirected
муравьев_толкин_ВК5_4,кистяковский_толкин_ВК2_4,2,undirected
муравьев_толкин_ВК5_4,кистяковский_фицджеральд_бурный рейс_3,3,undirected
муравьев_толкин_ВК5_4,муравьев_толкин_ВК5_1,37,undirected
муравьев_толкин_ВК5_4,муравьев_толкин_ВК5_2,91,undirected
муравьев_толкин_ВК5_4,муравьев_толкин_ВК5_3,24,undirected
муравьев_толкин_ВК5_4,муравьев_толкин_ВК5_5,77,undirected
муравьев_толкин_ВК5_4,муравьев_толкин_ВК6_4,4,undirected
муравьев_толкин_ВК5_5,каменкович каррик_толкин_ч2_1,3,undirected
муравьев_толкин_ВК5_5,каменкович каррик_толкин_ч2_4,1,undirected
муравьев_толкин_ВК5_5,кистяковский_тиле_остров одинокой сороки_2,2,undirected
муравьев_толкин_ВК5_5,муравьев_толкин_ВК5_1,28,undirected
муравьев_толкин_ВК5_5,муравьев_толкин_ВК5_2,39,undirected
муравьев_толкин_ВК5_5,муравьев_толкин_ВК5_3,77,undirected
муравьев_толкин_ВК5_5,муравьев_толкин_ВК5_4,77,undirected
муравьев_толкин_ВК5_5,муравьев_толкин_ВК6_1,1,undirected
муравьев_толкин_ВК6_1,каменкович каррик_толкин_ч2_3,6,undirected
муравьев_толкин_ВК6_1,кистяковский_толкин_ВК2_1,2,undirected
муравьев_толкин_ВК6_1,морозова_тиле_маяк молоткового мыса_3,7,undirected
муравьев_толкин_ВК6_1,морозова_тиле_маяк молоткового мыса_4,2,undirected
муравьев_толкин_ВК6_1,морозова_тиле_маяк молоткового мыса_5,2,undirected
муравьев_толкин_ВК6_1,муравьев_тиле_штормик и мистер персиваль_5,2,undirected
муравьев_толкин_ВК6_1,муравьев_толкин_ВК3_2,2,undirected
муравьев_толкин_ВК6_1,муравьев_толкин_ВК3_3,1,undirected
муравьев_толкин_ВК6_1,муравьев_толкин_ВК4_3,2,undirected
муравьев_толкин_ВК6_1,муравьев_толкин_ВК4_5,2,undirected
муравьев_толкин_ВК6_1,муравьев_толкин_ВК5_5,1,undirected
муравьев_толкин_ВК6_1,муравьев_толкин_ВК6_2,54,undirected
муравьев_толкин_ВК6_1,муравьев_толкин_ВК6_3,16,undirected
муравьев_толкин_ВК6_1,муравьев_толкин_ВК6_4,103,undirected
муравьев_толкин_ВК6_1,муравьев_толкин_ВК6_5,54,undirected
муравьев_толкин_ВК6_2,кистяковский_фицджеральд_бурный рейс_2,2,undirected
муравьев_толкин_ВК6_2,муравьев_толкин_ВК4_1,3,undirected
муравьев_толкин_ВК6_2,муравьев_толкин_ВК4_5,2,undirected
муравьев_толкин_ВК6_2,муравьев_толкин_ВК6_1,54,undirected
муравьев_толкин_ВК6_2,муравьев_толкин_ВК6_3,55,undirected
муравьев_толкин_ВК6_2,муравьев_толкин_ВК6_4,18,undirected
муравьев_толкин_ВК6_2,муравьев_толкин_ВК6_5,45,undirected
муравьев_толкин_ВК6_3,кистяковский_тиле_остров одинокой сороки_2,3,undirected
муравьев_толкин_ВК6_3,муравьев_тиле_штормик и мистер персиваль_5,1,undirected
муравьев_толкин_ВК6_3,муравьев_толкин_ВК5_2,7,undirected
муравьев_толкин_ВК6_3,муравьев_толкин_ВК6_1,16,undirected
муравьев_толкин_ВК6_3,муравьев_толкин_ВК6_2,55,undirected
муравьев_толкин_ВК6_3,муравьев_толкин_ВК6_4,62,undirected
муравьев_толкин_ВК6_3,муравьев_толкин_ВК6_5,40,undirected
муравьев_толкин_ВК6_3,муравьев_фицджеральд_алмазная гора_5,1,undirected
муравьев_толкин_ВК6_4,кистяковский_тиле_остров одинокой сороки_2,1,undirected
муравьев_толкин_ВК6_4,королев_хоббит_4,1,undirected
муравьев_толкин_ВК6_4,морозова_тиле_маяк молоткового мыса_5,9,undirected
муравьев_толкин_ВК6_4,муравьев_толкин_ВК3_2,1,undirected
муравьев_толкин_ВК6_4,муравьев_толкин_ВК4_1,5,undirected
муравьев_толкин_ВК6_4,муравьев_толкин_ВК4_2,4,undirected
муравьев_толкин_ВК6_4,муравьев_толкин_ВК4_3,1,undirected
муравьев_толкин_ВК6_4,муравьев_толкин_ВК4_4,6,undirected
муравьев_толкин_ВК6_4,муравьев_толкин_ВК4_5,1,undirected
муравьев_толкин_ВК6_4,муравьев_толкин_ВК5_1,2,undirected
муравьев_толкин_ВК6_4,муравьев_толкин_ВК5_2,2,undirected
муравьев_толкин_ВК6_4,муравьев_толкин_ВК5_3,6,undirected
муравьев_толкин_ВК6_4,муравьев_толкин_ВК5_4,4,undirected
муравьев_толкин_ВК6_4,муравьев_толкин_ВК6_1,103,undirected
муравьев_толкин_ВК6_4,муравьев_толкин_ВК6_2,18,undirected
муравьев_толкин_ВК6_4,муравьев_толкин_ВК6_3,62,undirected
муравьев_толкин_ВК6_4,муравьев_толкин_ВК6_5,97,undirected
муравьев_толкин_ВК6_4,муравьев_фицджеральд_алмазная гора_1,6,undirected
муравьев_толкин_ВК6_5,каменкович каррик_толкин_ч2_2,2,undirected
муравьев_толкин_ВК6_5,королев_хоббит_2,4,undirected
муравьев_толкин_ВК6_5,морозова_тиле_маяк молоткового мыса_4,10,undirected
муравьев_толкин_ВК6_5,муравьев_толкин_ВК4_1,1,undirected
муравьев_толкин_ВК6_5,муравьев_толкин_ВК4_2,2,undirected
муравьев_толкин_ВК6_5,муравьев_толкин_ВК4_4,3,undirected
муравьев_толкин_ВК6_5,муравьев_толкин_ВК5_3,4,undirected
муравьев_толкин_ВК6_5,муравьев_толкин_ВК6_1,54,undirected
муравьев_толкин_ВК6_5,муравьев_толкин_ВК6_2,45,undirected
муравьев_толкин_ВК6_5,муравьев_толкин_ВК6_3,40,undirected
муравьев_толкин_ВК6_5,муравьев_толкин_ВК6_4,97,undirected
муравьев_толкин_ВК6_5,муравьев_фицджеральд_алмазная гора_1,1,undirected
муравьев_толкин_ВК6_5,муравьев_фицджеральд_алмазная гора_3,4,undirected
муравьев_фицджеральд_алмазная гора_1,каменкович каррик_толкин_ч1_1,4,undirected
муравьев_фицджеральд_алмазная гора_1,каменкович каррик_толкин_ч1_2,1,undirected
муравьев_фицджеральд_алмазная гора_1,каменкович каррик_толкин_ч2_2,4,undirected
муравьев_фицджеральд_алмазная гора_1,кистяковский_толкин_ВК2_1,1,undirected
муравьев_фицджеральд_алмазная гора_1,кистяковский_толкин_ВК2_5,1,undirected
муравьев_фицджеральд_алмазная гора_1,королев_хоббит_1,2,undirected
муравьев_фицджеральд_алмазная гора_1,королев_хоббит_5,4,undirected
муравьев_фицджеральд_алмазная гора_1,морозова_тиле_маяк молоткового мыса_2,3,undirected
муравьев_фицджеральд_алмазная гора_1,морозова_тиле_маяк молоткового мыса_3,2,undirected
муравьев_фицджеральд_алмазная гора_1,муравьев_о генри_гипотетический казус_1,1,undirected
муравьев_фицджеральд_алмазная гора_1,муравьев_толкин_ВК6_4,6,undirected
муравьев_фицджеральд_алмазная гора_1,муравьев_толкин_ВК6_5,1,undirected
муравьев_фицджеральд_алмазная гора_1,муравьев_фицджеральд_алмазная гора_3,41,undirected
муравьев_фицджеральд_алмазная гора_1,муравьев_фицджеральд_алмазная гора_4,102,undirected
муравьев_фицджеральд_алмазная гора_1,муравьев_фицджеральд_алмазная гора_5,66,undirected
муравьев_фицджеральд_алмазная гора_1,рахманова_хоббит_3,3,undirected
муравьев_фицджеральд_алмазная гора_1,рахманова_хоббит_5,2,undirected
муравьев_фицджеральд_алмазная гора_2,королев_хоббит_2,1,undirected
муравьев_фицджеральд_алмазная гора_2,морозова_тиле_маяк молоткового мыса_5,1,undirected
муравьев_фицджеральд_алмазная гора_2,муравьев_толкин_ВК5_3,6,undirected
муравьев_фицджеральд_алмазная гора_2,муравьев_фицджеральд_алмазная гора_3,69,undirected
муравьев_фицджеральд_алмазная гора_2,муравьев_фицджеральд_алмазная гора_4,52,undirected
муравьев_фицджеральд_алмазная гора_2,муравьев_фицджеральд_алмазная гора_5,62,undirected
муравьев_фицджеральд_алмазная гора_3,каменкович каррик_толкин_ч2_5,2,undirected
муравьев_фицджеральд_алмазная гора_3,каменкович каррик_толкин_ч3_1,1,undirected
муравьев_фицджеральд_алмазная гора_3,каменкович каррик_толкин_ч3_3,3,undirected
муравьев_фицджеральд_алмазная гора_3,кистяковский_фицджеральд_бурный рейс_2,6,undirected
муравьев_фицджеральд_алмазная гора_3,королев_хоббит_2,5,undirected
муравьев_фицджеральд_алмазная гора_3,королев_хоббит_3,3,undirected
муравьев_фицджеральд_алмазная гора_3,королев_хоббит_5,5,undirected
муравьев_фицджеральд_алмазная гора_3,морозова_тиле_маяк молоткового мыса_2,2,undirected
муравьев_фицджеральд_алмазная гора_3,морозова_тиле_маяк молоткового мыса_3,1,undirected
муравьев_фицджеральд_алмазная гора_3,морозова_тиле_маяк молоткового мыса_4,3,undirected
муравьев_фицджеральд_алмазная гора_3,морозова_тиле_маяк молоткового мыса_5,3,undirected
муравьев_фицджеральд_алмазная гора_3,муравьев кистяковский_толкин_ВК1_4,3,undirected
муравьев_фицджеральд_алмазная гора_3,муравьев_толкин_ВК5_2,1,undirected
муравьев_фицджеральд_алмазная гора_3,муравьев_толкин_ВК6_5,4,undirected
муравьев_фицджеральд_алмазная гора_3,муравьев_фицджеральд_алмазная гора_1,41,undirected
муравьев_фицджеральд_алмазная гора_3,муравьев_фицджеральд_алмазная гора_2,69,undirected
муравьев_фицджеральд_алмазная гора_3,муравьев_фицджеральд_алмазная гора_4,55,undirected
муравьев_фицджеральд_алмазная гора_3,муравьев_фицджеральд_алмазная гора_5,102,undirected
муравьев_фицджеральд_алмазная гора_4,кистяковский_фицджеральд_бурный рейс_2,2,undirected
муравьев_фицджеральд_алмазная гора_4,королев_хоббит_5,1,undirected
муравьев_фицджеральд_алмазная гора_4,морозова_тиле_маяк молоткового мыса_4,2,undirected
муравьев_фицджеральд_алмазная гора_4,муравьев_толкин_ВК5_2,2,undirected
муравьев_фицджеральд_алмазная гора_4,муравьев_фицджеральд_алмазная гора_1,102,undirected
муравьев_фицджеральд_алмазная гора_4,муравьев_фицджеральд_алмазная гора_2,52,undirected
муравьев_фицджеральд_алмазная гора_4,муравьев_фицджеральд_алмазная гора_3,55,undirected
муравьев_фицджеральд_алмазная гора_4,муравьев_фицджеральд_алмазная гора_5,16,undirected
муравьев_фицджеральд_алмазная гора_5,каменкович каррик_толкин_ч1_2,3,undirected
муравьев_фицджеральд_алмазная гора_5,кистяковский_тэрбер_женщина в западне_2,1,undirected
муравьев_фицджеральд_алмазная гора_5,королев_хоббит_2,1,undirected
муравьев_фицджеральд_алмазная гора_5,морозова_тиле_маяк молоткового мыса_1,12,undirected
муравьев_фицджеральд_алмазная гора_5,морозова_тиле_маяк молоткового мыса_3,1,undirected
муравьев_фицджеральд_алмазная гора_5,морозова_тиле_маяк молоткового мыса_4,1,undirected
муравьев_фицджеральд_алмазная гора_5,муравьев_о генри_гипотетический казус_1,4,undirected
муравьев_фицджеральд_алмазная гора_5,муравьев_толкин_ВК3_5,3,undirected
муравьев_фицджеральд_алмазная гора_5,муравьев_толкин_ВК5_2,17,undirected
муравьев_фицджеральд_алмазная гора_5,муравьев_толкин_ВК5_3,5,undirected
муравьев_фицджеральд_алмазная гора_5,муравьев_толкин_ВК6_3,1,undirected
муравьев_фицджеральд_алмазная гора_5,муравьев_фицджеральд_алмазная гора_1,66,undirected
муравьев_фицджеральд_алмазная гора_5,муравьев_фицджеральд_алмазная гора_2,62,undirected
муравьев_фицджеральд_алмазная гора_5,муравьев_фицджеральд_алмазная гора_3,102,undirected
муравьев_фицджеральд_алмазная гора_5,муравьев_фицджеральд_алмазная гора_4,16,undirected
муравьев_фицджеральд_алмазная гора_5,рахманова_хоббит_3,1,undirected
рахманова_хоббит_1,каменкович каррик_толкин_ч2_1,4,undirected
рахманова_хоббит_1,каменкович каррик_толкин_ч2_4,1,undirected
рахманова_хоббит_1,королев_хоббит_1,2,undirected
рахманова_хоббит_1,королев_хоббит_2,3,undirected
рахманова_хоббит_1,муравьев кистяковский_толкин_ВК1_2,3,undirected
рахманова_хоббит_1,муравьев_толкин_ВК5_2,5,undirected
рахманова_хоббит_1,рахманова_хоббит_2,64,undirected
рахманова_хоббит_1,рахманова_хоббит_3,69,undirected
рахманова_хоббит_1,рахманова_хоббит_4,92,undirected
рахманова_хоббит_1,рахманова_хоббит_5,63,undirected
рахманова_хоббит_2,морозова_тиле_маяк молоткового мыса_3,2,undirected
рахманова_хоббит_2,морозова_тиле_маяк молоткового мыса_5,1,undirected
рахманова_хоббит_2,рахманова_хоббит_1,64,undirected
рахманова_хоббит_2,рахманова_хоббит_3,48,undirected
рахманова_хоббит_2,рахманова_хоббит_4,7,undirected
рахманова_хоббит_2,рахманова_хоббит_5,100,undirected
рахманова_хоббит_3,каменкович каррик_толкин_ч1_3,1,undirected
рахманова_хоббит_3,кистяковский_тиле_остров одинокой сороки_2,2,undirected
рахманова_хоббит_3,королев_хоббит_1,17,undirected
рахманова_хоббит_3,королев_хоббит_2,8,undirected
рахманова_хоббит_3,муравьев_фицджеральд_алмазная гора_1,3,undirected
рахманова_хоббит_3,муравьев_фицджеральд_алмазная гора_5,1,undirected
рахманова_хоббит_3,рахманова_хоббит_1,69,undirected
рахманова_хоббит_3,рахманова_хоббит_2,48,undirected
рахманова_хоббит_3,рахманова_хоббит_4,59,undirected
рахманова_хоббит_3,рахманова_хоббит_5,11,undirected
рахманова_хоббит_4,королев_хоббит_2,12,undirected
рахманова_хоббит_4,муравьев кистяковский_толкин_ВК1_5,3,undirected
рахманова_хоббит_4,рахманова_хоббит_1,92,undirected
рахманова_хоббит_4,рахманова_хоббит_2,7,undirected
рахманова_хоббит_4,рахманова_хоббит_3,59,undirected
рахманова_хоббит_4,рахманова_хоббит_5,22,undirected
рахманова_хоббит_5,каменкович каррик_толкин_ч2_3,5,undirected
рахманова_хоббит_5,кистяковский_толкин_ВК2_5,2,undirected
